id,title,genre,description,rating
5422,Taare Zameen Par,Comedy,"A story of love, betrayal, and revenge",8.8
5436,Jersey,Crime,A man fights for justice in a corrupt society,8.7
5447,Jersey,Sci-Fi,"A story of love, betrayal, and revenge",8.0
5456,Dilwale Dulhania Le Jayenge,Comedy,A romantic tale with unexpected twists,7.9
5458,Arjun Reddy,Adventure,A young boy discovers his hidden powers,7.8
5473,Kabir Singh,Sci-Fi,A man fights for justice in a corrupt society,9.0
5480,Pushpa: The Rise,Crime,A man fights for justice in a corrupt society,7.2
5504,Gully Boy,Thriller,A young boy discovers his hidden powers,7.4
5539,Lagaan,Romance,A man fights for justice in a corrupt society,8.6
5560,Dangal,Comedy,An epic tale of warriors and kingdoms,9.5
5564,Arjun Reddy,Action,A young boy discovers his hidden powers,7.3
5577,Drishyam,Romance,A hero rises to defeat his enemies,7.8
5581,Kabir Singh,Action,A young man rises to power and avenges his family,7.7
5617,Ala Vaikunthapurramuloo,Sports,A team of explorers travels through space and time,8.7
5619,Bharat Ane Nenu,Mystery,An epic tale of warriors and kingdoms,7.4
5625,Eega,Drama,A man fights for justice in a corrupt society,8.1
5632,Kabir Singh,Drama,A young boy discovers his hidden powers,8.6
5635,Baahubali: The Beginning,Sports,An epic tale of warriors and kingdoms,9.1
5671,RRR,Sports,A young man rises to power and avenges his family,7.6
5683,Ala Vaikunthapurramuloo,Crime,A young boy discovers his hidden powers,7.9
5684,Rang De Basanti,Adventure,A young boy discovers his hidden powers,7.2
5703,Taare Zameen Par,Romance,A man fights for justice in a corrupt society,7.1
5718,Kabir Singh,Action,A team of explorers travels through space and time,8.3
5750,Pushpa: The Rise,Romance,A man fights for justice in a corrupt society,9.2
5814,Dilwale Dulhania Le Jayenge,Comedy,A hero rises to defeat his enemies,9.3
5819,Chak De India,Adventure,A young boy discovers his hidden powers,9.4
5907,Kabir Singh,Romance,"A story of love, betrayal, and revenge",7.6
5909,Eega,Mystery,An epic tale of warriors and kingdoms,8.3
5931,Eega,Sports,A man fights for justice in a corrupt society,8.6
5959,Dilwale Dulhania Le Jayenge,Drama,A hero rises to defeat his enemies,9.0
5964,Rang De Basanti,Action,"A story of love, betrayal, and revenge",9.2
5975,Bharat Ane Nenu,Crime,A young boy discovers his hidden powers,8.8
5987,Ala Vaikunthapurramuloo,Thriller,A man fights for justice in a corrupt society,7.7
5996,Gully Boy,Mystery,A young man rises to power and avenges his family,7.8
6093,Pushpa: The Rise,Mystery,A young boy discovers his hidden powers,7.8
6108,Gully Boy,Thriller,A young man rises to power and avenges his family,9.2
6253,Ala Vaikunthapurramuloo,Comedy,An epic tale of warriors and kingdoms,7.9
6382,Sholay,Adventure,A hero rises to defeat his enemies,7.8
6394,Magadheera,Action,An epic tale of warriors and kingdoms,9.2
6425,Arjun Reddy,Comedy,An epic tale of warriors and kingdoms,8.2
6435,Taare Zameen Par,Sci-Fi,A hero rises to defeat his enemies,8.1
6490,Eega,Mystery,A young boy discovers his hidden powers,7.3
6525,Drishyam,Mystery,A man fights for justice in a corrupt society,7.1
6573,Ala Vaikunthapurramuloo,Sci-Fi,A romantic tale with unexpected twists,8.4
6590,PK,Crime,A team of explorers travels through space and time,8.4
6600,Sholay,Adventure,A young boy discovers his hidden powers,9.3
6723,Rang De Basanti,Action,A team of explorers travels through space and time,9.4
6724,Pushpa: The Rise,Romance,A young boy discovers his hidden powers,7.9
6827,Eega,Sci-Fi,A hero rises to defeat his enemies,8.0
6858,Rang De Basanti,Sports,"A story of love, betrayal, and revenge",7.8
6865,Dangal,Adventure,An epic tale of warriors and kingdoms,9.4
6874,Taare Zameen Par,Drama,An epic tale of warriors and kingdoms,7.1
6934,Drishyam,Romance,A young man rises to power and avenges his family,9.3
6987,Drishyam,Sports,An epic tale of warriors and kingdoms,7.6
7014,Chak De India,Action,A man fights for justice in a corrupt society,7.8
7138,Rang De Basanti,Thriller,A young boy discovers his hidden powers,8.0
7175,Drishyam,Adventure,"A story of love, betrayal, and revenge",8.5
7234,3 Idiots,Comedy,A young boy discovers his hidden powers,8.9
7312,Baahubali: The Beginning,Romance,A hero rises to defeat his enemies,8.9
7335,Baahubali: The Beginning,Thriller,A hero rises to defeat his enemies,8.4
7442,Ala Vaikunthapurramuloo,Action,A team of explorers travels through space and time,9.5
7524,Sholay,Sci-Fi,A man fights for justice in a corrupt society,7.3
7533,Dangal,Romance,A team of explorers travels through space and time,7.9
7580,Magadheera,Drama,A hero rises to defeat his enemies,9.1
7615,PK,Romance,A man fights for justice in a corrupt society,8.6
7793,Eega,Romance,A young man rises to power and avenges his family,8.1
8147,Taare Zameen Par,Comedy,A romantic tale with unexpected twists,9.2
8199,Taare Zameen Par,Drama,A young man rises to power and avenges his family,9.1
8215,Dangal,Adventure,A young boy discovers his hidden powers,8.7
8232,Jersey,Thriller,A young man rises to power and avenges his family,7.6
8289,Kabir Singh,Sports,A young boy discovers his hidden powers,8.6
8322,Eega,Crime,A man fights for justice in a corrupt society,7.2
8365,Lagaan,Romance,An epic tale of warriors and kingdoms,8.7
8377,Gully Boy,Comedy,A young boy discovers his hidden powers,8.7
8530,Pushpa: The Rise,Thriller,A romantic tale with unexpected twists,8.8
8537,3 Idiots,Mystery,A team of explorers travels through space and time,7.0
8565,Drishyam,Sports,A young boy discovers his hidden powers,8.5
8755,Baahubali: The Beginning,Thriller,A team of explorers travels through space and time,9.1
8958,Ala Vaikunthapurramuloo,Thriller,A team of explorers travels through space and time,7.1
8979,Swades,Romance,A young man rises to power and avenges his family,8.3
9014,Baahubali: The Beginning,Sci-Fi,A romantic tale with unexpected twists,9.3
9338,PK,Comedy,A man fights for justice in a corrupt society,7.1
9689,Drishyam,Thriller,A team of explorers travels through space and time,7.7
9714,Pushpa: The Rise,Sci-Fi,A hero rises to defeat his enemies,7.0
